#,Name,Age,Level,Team,Pos,Avg Rank,Coverage,Consensus,BaGS,FScore,PG+,PLFR,OOPSY Peak,PARS,P.Tilt,LFX
"833","Brock Rodden","26","AAA","SEA","SS","797.8","6","Tight","750","","","1034","853","","",""
"834","Max Belyeu","22","A+","COL","RF","798.4","7","Split","728","","","845","1416","","",""
"835","Alessander De La Cruz","20","CPX","COL","RF","","1","","","","","","799","","",""
"836","Christian Franklin","26","AAA","WSN","RF","799.2","6","Moderate","1015","","","","492","","",""
"837","Woody Hadeen","23","A+","DET","SS","800.9","7","Moderate","680","","","864","1315","","",""
"838","Leandro Arias","21","A+","BAL","SS","801.1","7","Moderate","566","","","545","1092","","",""
"839","Kevin Bazzell","23","A+","WSN","C","802.1","7","Moderate","783","","","596","1247","","",""
"840","Payton Green","23","AAA","MIA","SS","804.4","7","Moderate","870","","","542","1110","","",""
"841","Druw Jones","22","AA","ARI","CF","804.8","8","Moderate","864","","","629","1300","","",""
"842","Christian Astudillo","19","CPX","BAL","C","","1","","","","","","805","","",""
"843","Brendan Summerhill","22","A","TBR","CF","805.1","7","Moderate","1286","","","1079","1021","","",""
"844","Jose Colmenares","23","A+","WSN","2B","","1","","","","","","808","","",""
"845","Andrick Nava","24","AAA","MIL","C","808.1","6","Moderate","643","","","395","1028","","",""
"846","Luis Castillo","22","A+","MIL","SP","809.2","7","Moderate","740","","","798","865","","",""
"847","Colby Jones","22","AA","ATL","2B","809.8","7","Moderate","904","","","334","1437","","",""
"848","Carlos Silva","20","CPX","MIN","C","","1","","","","","","810","","",""
"849","Jorge Quintana","19","A","SDP","SS","810.0","7","Moderate","434","","","712","1249","","",""
"850","Josh Springer","20","A","TEX","C","810.8","6","Tight","792","","","424","1044","","",""
"851","Jesus Castillo","22","AAA","PIT","1B","810.9","7","Split","398","","","403","1212","","",""
"852","Antonio Anderson","21","A+","BOS","3B","811.1","7","Split","429","","","414","1327","","",""
"853","Elian Soto","20","A","WSN","1B","811.8","6","Split","427","","","671","1669","","",""
"854","Alfredo Velasquez","21","AAA","BAL","2B","812.6","7","Moderate","1138","","","222","1090","","",""
"855","Mac Horvath","24","AA","TBR","RF","814.5","8","Moderate","824","","","871","642","","",""
"856","Yeiferth Castillo","19","A","CLE","LF","814.9","7","Moderate","674","","","757","807","","",""
"857","Cam Clayton","23","AA","MIA","1B","815.1","7","Tight","1085","","","917","747","","",""
"858","Paxton Kling","23","A+","TEX","CF","815.2","6","Moderate","834","","","903","1303","","",""
"859","Shotaro Morii","19","A","ATH","SS","815.3","7","Tight","796","","","760","1034","","",""
"860","Kason Siguenza","18","CPX","LAA","SS","","1","","","","","","816","","",""
"861","Felix Amparo","20","AA","BAL","2B","816.3","6","Split","1115","","","182","892","","",""
"862","Alberth Palma","20","A","TBR","SS","816.5","7","Tight","988","","","646","986","","",""
"863","Hunter Fitz-Gerald","25","AA","SEA","1B","817.1","7","Tight","456","","","963","583","","",""
"864","Carlos Torres","18","CPX","TEX","RP","","1","","","","","","818","","",""
"865","Jake Casey","23","A+","TOR","RF","818.0","6","Moderate","887","","","906","411","","",""
"866","Edward Guribe","19","CPX","STL","3B","","1","","","","","","819","","",""
"867","Ivan Cespedes","20","A","CHC","C","819.2","5","Moderate","653","","","","870","","",""
"868","Logan Maxwell","23","A","NYY","RF","819.5","6","Moderate","762","","","1115","1062","","",""
"869","Tyson Moran","20","CPX","KCR","SS","","1","","","","","","820","","",""
"870","Justin Riemer","24","AA","ATH","2B","820.8","7","Moderate","1067","","","394","1064","","",""
"871","Garrett Pennington","25","AA","DET","1B","821.0","7","Moderate","913","","","1018","350","","",""
"872","Anderson Fermin","19","A","BOS","CF","821.2","6","Tight","789","","","792","384","","",""
"873","Sam Kulasingam","24","AA","KCR","2B","823.9","7","Moderate","816","","","805","1433","","",""
"874","Jack Pineda","26","AAA","KCR","SS","824.2","5","Tight","903","","","","946","","",""
"875","Drew Davies","20","A","CIN","1B","824.3","7","Tight","604","","","706","1136","","",""
"876","Brailer Guerrero","20","A","TBR","RF","824.6","8","Moderate","847","","","839","464","","",""
"877","Jordan Sanchez","20","A","BAL","RF","825.1","8","Split","681","","","1156","533","","",""
"878","Will Taylor","23","AA","PIT","CF","825.9","7","Moderate","830","","","803","727","","",""
"879","Zach Daudet","23","A+","HOU","1B","825.9","7","Moderate","1311","","","795","1198","","",""
"880","DJ Gladney","24","AA","NYY","CF","827.4","7","Moderate","500","","","934","782","","",""
"881","Elio Campos","22","A","ATL","2B","","1","","","","","","828","","",""
"882","Angel Mateo","21","A+","TBR","RF","828.4","7","Moderate","981","","","771","647","","",""
"883","Stanley Tucker","24","AA","BOS","RF","828.9","7","Split","1546","","","429","1487","","",""
"884","Elorky Rodriguez","18","CPX","TEX","CF","","2","","","","","","1444","","",""
"885","Gustavo Campero","28","MLB","LAA","RF","831.0","4","Split","1529","","","","257","","",""
"886","Bernard Moon","21","A","CIN","2B","831.8","7","Moderate","682","","","936","1508","","",""
"887","Will King","22","CPX","ATL","C","","1","","","","","","833","","",""
"888","Jakey Josepha","22","AA","ARI","CF","834.3","7","Split","907","","","323","1709","","",""
"889","Jaime Ferrer","23","AA","MIN","1B","835.1","7","Moderate","855","","","593","1250","","",""
"890","Dean Moss","20","A","TBR","RF","835.9","7","Tight","962","","","809","916","","",""
"891","Stiven Flores","20","A","CHW","C","839.9","7","Moderate","951","","","655","1316","","",""
"892","Colton Becker","25","AAA","KCR","SS","840.6","7","Split","1047","","","658","1631","","",""
"893","Ludwing Espinoza","20","A","CHC","2B","840.6","5","Tight","636","","","747","845","","",""
"894","Edgleen Perez","20","A","PIT","C","841.1","7","Moderate","390","","","517","1032","","",""
"895","Christian Cerda","23","AAA","ARI","C","842.9","7","Moderate","890","","","523","600","","",""
"896","Marlon Quintero","19","A","LAA","C","845.2","7","Moderate","553","","","748","933","","",""
"897","Rafael Flores Jr.","25","MLB","PIT","1B","845.4","8","Split","790","","","970","198","","",""
"898","Rikuu Nishida","25","MLB","CHW","RF","846.5","6","Split","598","","","494","975","","",""
"899","Skylar King","22","A","BOS","RF","846.9","7","Moderate","1317","","","1254","1112","","",""
"900","Pablo Castillo","18","CPX","MIN","C","","1","","","","","","847","","",""
"901","Carlos Rodriguez","25","AAA","ATL","SP","849.5","7","Moderate","784","","","612","1458","","",""
"902","Javier Herrera","21","A","LAD","LF","850.8","6","Moderate","748","","","787","1438","","",""
"903","Liordanys Menendez","18","CPX","LAA","SS","","1","","","","","","851","","",""
"904","Romeo Sanabria","24","AAA","SDP","1B","851.1","7","Moderate","917","","","672","431","","",""
"905","Filippo Di Turi","20","A+","MIL","3B","851.4","7","Tight","1037","","","423","961","","",""
"906","Larry Martinez","20","A+","TBR","1B","853.0","7","Split","673","","","503","932","","",""
"907","Anyelo Encarnacion","22","A+","STL","SS","854.2","7","Tight","833","","","882","1321","","",""
"908","Marcos Castanon","27","AAA","SDP","3B","855.0","4","Moderate","1369","","","","652","","",""
"909","Yilber Herrera","21","A","MIN","3B","856.6","5","Split","1054","","","","1068","","65",""
"910","Sean Gamble","19","A","KCR","SS","856.9","7","Moderate","800","","","833","1257","","",""
"911","Mark Kolozsvary","30","MLB","BOS","C","","1","","","","","","858","","",""
"912","Arturo Disla","25","AA","TEX","1B","858.6","7","Tight","632","","","857","957","","",""
"913","Jace LaViolette","22","A+","CLE","CF","858.6","7","Split","714","","","902","1716","","",""
"914","Jose Urbina","20","CPX","ARI","SP","","2","","","","","","1442","","",""
"915","Camden Janik","23","A+","PIT","LF","859.4","7","Moderate","1118","","","729","1336","","",""
"916","Anderson Araujo","18","CPX","PHI","C","","1","","","","","","861","","",""
"917","Osleivis Basabe","25","MLB","SFG","SS","861.5","7","Tight","848","","","714","1203","","",""
"918","Ahbram Liendo","22","AA","BOS","3B","861.9","7","Moderate","782","","","445","1259","","",""
"919","Oliver Tejada","19","A","SFG","RF","862.2","6","Moderate","590","","","652","951","","",""
"920","Bryan Acuna","20","A","MIN","3B","862.9","7","Split","380","","","460","1717","","",""
"921","Maick Collado","23","AAA","CLE","1B","864.6","7","Moderate","779","","","396","1365","","",""
"922","Quentin Young","19","A","MIN","SS","865.6","7","Split","438","","","1128","839","","",""
"923","Braiden Ward","27","AAA","BOS","CF","866.5","4","Moderate","1252","","","","768","","",""
"924","Yerald Nin","20","A+","ARI","2B","867.9","7","Split","466","","","626","1729","","",""
"925","Nick Schnell","26","AAA","SDP","RF","869.4","5","Tight","1147","","","","637","","",""
"926","John Spikerman","23","A+","PHI","RF","869.7","7","Split","819","","","691","1676","","68",""
"927","Tyriq Kemp","23","A+","KCR","2B","872.2","6","Moderate","1240","","","1038","1083","","",""
"928","CJ Alexander","29","MLB","LAD","3B","872.4","4","Moderate","1465","","","","579","","",""
"929","Jose Suarez","21","A+","STL","RP","873.6","7","Moderate","687","","","867","1208","","",""
"930","Beau Ankeney","23","A+","DET","1B","874.2","6","Tight","982","","","929","822","","",""
"931","Franyer Noria","21","CPX","BOS","3B","","1","","","","","","877","","",""
"932","Freili Encarnacion","21","A+","BOS","3B","877.3","8","Moderate","798","","","828","720","","",""
"933","Ali Camarillo","23","A+","ATH","SS","878.5","7","Split","826","","","684","2490","","",""
"934","Roberto Campos","23","AA","DET","RF","879.5","4","Moderate","813","","","","551","","",""
"935","Casey Yamauchi","25","AAA","ATH","2B","879.9","7","Split","1198","","","562","1815","","",""
"936","Cody Schrier","23","A+","MIA","1B","880.2","7","Moderate","937","","","756","1340","","",""
"937","Jude Warwick","20","A","DET","SS","880.3","7","Split","555","","","1081","1459","","",""
"938","Carson Rucker","21","A","DET","3B","880.8","7","Split","556","","","1129","1742","","",""
"939","Matt Kroon","29","AAA","PHI","LF","","1","","","","","","881","","",""
"940","Qrey Lott","21","A","SDP","CF","881.3","6","Tight","909","","","835","1223","","",""
"941","Alex McCoy","24","A+","SDP","LF","881.9","8","Split","977","","","1268","1520","","",""
"942","Ryan Cermak","25","A+","TBR","RF","","3","","","","","","734","","",""
"943","Daiverson Gutierrez","20","A+","NYM","C","883.7","7","Moderate","567","","","611","873","","",""
"944","Jermaine Maricuto","20","CPX","WSN","1B","","1","","","","","","884","","",""
"945","Jay Beshears","24","AA","MIA","3B","884.4","7","Moderate","850","","","490","1659","","",""
"946","Estarling Mercado","23","A+","NYM","1B","","2","","","","","","776","","",""
"947","Nick Monistere","22","A+","HOU","SS","884.8","6","Moderate","859","","","630","1574","","",""
"948","Jack Lines","20","A","TBR","2B","","2","","","","","","595","","",""
"949","Alberto Hernandez","22","AAA","HOU","2B","885.6","6","Moderate","875","","","420","1514","","",""
"950","Capri Ortiz","21","A+","LAA","SS","887.1","7","Split","628","","","888","1379","","",""
"951","Estevan Moreno","22","A","SEA","SS","889.7","6","Tight","667","","","1209","1091","","",""
"952","Ichiro Cano","21","A","CIN","1B","891.4","7","Moderate","774","","","736","1402","","",""
"953","Deward Tovar","20","A","TEX","RF","891.5","8","Split","734","","","900","1356","","",""
"954","Pedro Catuy","20","A","ARI","CF","891.6","7","Split","599","","","949","1563","","",""
"955","Bobby Boser","23","AA","ATH","SS","892.9","7","Moderate","831","","","751","1330","","",""
"956","Jeury Ramirez","18","CPX","CHC","LF","","1","","","","","","893","","",""
"957","Walker Janek","23","AA","HOU","C","893.3","8","Moderate","1160","","","896","653","","",""
"958","Chase Call","24","AA","HOU","RF","894.2","7","Tight","1099","","","836","1193","","",""
"959","Oliver Dunn","28","MLB","MIL","3B","","3","","1300","","","","704","","",""
"960","Alexi Quiroz","19","CPX","HOU","C","","1","","","","","","897","","",""
"961","Ashly Andujar","18","A","COL","SS","897.2","6","Moderate","336","","","581","1145","","",""
"962","Robert Calaz","20","A+","COL","RF","897.4","8","Split","950","","","954","330","","",""
"963","Tsung-Che Cheng","24","MLB","BOS","SS","898.1","7","Tight","764","","","841","1027","","",""
"964","Tirso Ornelas","26","MLB","SDP","LF","898.1","5","Moderate","1172","","","1162","657","","",""
"965","Cameron Sisneros","25","AA","HOU","1B","898.8","7","Moderate","1155","","","681","924","","",""
"966","Nolan McCarthy","24","A+","DET","CF","898.8","6","Moderate","996","","","650","1197","","",""
"967","Pedro Blanco","19","A","ARI","1B","898.9","7","Split","294","","","700","1673","","",""
"968","Ismael Munguia","27","AAA","NYY","CF","899.4","4","Tight","1080","","","","753","","",""
"969","Juan Sierra","20","A","HOU","RF","900.3","6","Tight","730","","","985","1132","","",""
"970","Kehden Hettiger","22","AA","PHI","C","900.8","7","Moderate","515","","","478","988","","",""
"971","Moises Polanco","19","CPX","MIL","2B","","1","","","","","","901","","",""
"972","Harold Gonzalez","19","CPX","LAD","3B","","1","","","","","","902","","",""
"973","Kenni Gomez","21","AA","HOU","CF","902.6","7","Split","1509","","","444","1217","","",""
"974","Peyton Stovall","23","A+","CIN","2B","902.7","7","Moderate","1057","","","880","1547","","",""
"975","Edward Lantigua","19","A","NYM","CF","","3","","885","","","","240","","",""
"976","Josueth Quinonez","19","CPX","DET","CF","","1","","","","","","903","","",""
"977","Malvin Fernandez","17","A+","ATL","3B","903.5","4","Moderate","","","","","560","","",""
"978","Arturo Flores","20","A","HOU","C","906.2","6","Split","387","","","926","1463","","",""
"979","Ben Gobbel","26","AAA","LAA","3B","907.2","5","Tight","1121","","","","936","","",""
"980","Chase Strumpf","28","AAA","CHC","3B","","1","","","","","","908","","",""
"981","Samil Dishmey","20","A","LAA","LF","908.3","6","Moderate","665","","","1030","1421","","",""
"982","Robbie Burnett","23","A+","NYY","RF","908.8","5","Tight","968","","","825","923","","",""
"983","Devin Saltiban","21","A+","PHI","CF","908.9","7","Moderate","942","","","796","952","","",""
"984","Nick Rodriguez","23","AA","LAA","2B","911.9","7","Moderate","645","","","778","1497","","",""
"985","David McCann","22","A","NYY","C","912.5","6","Tight","879","","","1000","997","","",""
"986","Aldo Gaxiola","20","A","TOR","3B","913.4","7","Moderate","717","","","889","887","","",""
"987","Efren Teran","19","A","CHW","SS","914.3","6","Tight","1060","","","734","1010","","",""
"988","Dylan Palmer","22","A+","PIT","2B","916.3","6","Moderate","1111","","","859","1605","","",""
"989","Ethan O'Donnell","24","AAA","MIA","CF","916.5","7","Tight","1051","","","793","1023","","",""
"990","Austin Murr","27","AAA","PHI","RF","916.6","4","Moderate","1208","","","","841","","",""
"991","Gabriel Rincones Jr.","25","MLB","PHI","RF","916.8","6","Split","959","","","901","173","","",""
"992","Cade McGee","23","A+","STL","3B","917.0","7","Tight","1025","","","916","984","","",""
"993","Alvaro Rios","19","CPX","CHW","C","","1","","","","","","918","","",""
"994","Bryce Martin-Grudzielanek","23","A","NYY","3B","918.0","6","Split","915","","","1122","1636","","",""
"995","Jordan Lawlar","23","MLB","ARI","3B","","2","","","","","","81","","",""
"996","Ryan Fitzgerald","32","MLB","LAD","2B","","3","","","","","","1024","","",""
